Lead ID,Brand,Legal Name,INN,OGRN/OGRNIP,Region,Segment,Revenue/Scale,Signal Level,Signal Summary,Owner,CEO,LPR,LPR Role,Primary Phone,Primary Email,Telegram,VK,HH Contact,Contact Form,Other Contact,Contact Type,Contact Source,Number Of Contacts Found,Consulting Hypothesis,Final Quick Status,Added At,Updated At,Run ID,Campaign ID
N5K-0457,Riverstart,ООО «РИВЕРСТАРТ»,5260342196,1125260015088,Нижегородская область,"B2B IT, AI/ML, заказная разработка и enterprise digital solutions","Действующее частное ООО; выручка около 211,9 млн ₽ за 2025 год; публичный профиль компании указывает 80+ специалистов и 200+ реализованных проектов.",S1,"11 августа 2026 Riverstart открыла вакансию руководителя отдела продаж B2B (IT-решения, AI): управление действующим менеджером, найм ещё 1–2 продавцов, ответственность за план отдела и крупные enterprise-сделки; прямое подчинение генеральному директору.",Никонов Андрей Сергеевич,Никонов Андрей Сергеевич,Никонов Андрей Сергеевич,Собственник 100% и генеральный директор,+7 (499) 647-48-28,hi@riverstart.ru,,,Current August 2026 Riverstart Head of B2B Sales employer route,https://riverstart.ru/contacts,,Official company phone/email/form + current employer vacancy route,Official company site + current legal/financial profiles + August 2026 vacancy,3,"Систематизация и масштабирование enterprise B2B-продаж AI/ML и заказной разработки: квалификация лидов, pipeline governance, sales hiring, enterprise account model, forecast, KPI и связка коммерческой/продуктовой стратегии.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-24T14:18:00+05:00,2026-08-24T14:18:00+05:00,N5K-20260824-377,new_5000
N5K-0458,ГК Преград / PREGRAD,ООО «ПРЕГРАД»,7716822780,1167746377028,Москва,B2B производство промышленных огнезащитных и антикоррозионных покрытий,"Действующее частное ООО; выручка 486,484 млн ₽ за 2025 год; 18 сотрудников за 2025 год; собственный производственный комплекс 4500 м² мощностью 15000 тонн в год.",S2,В августе 2026 ГК «Преград» расширяет отдел B2B-продаж в Башне Федерация; компания выросла из дистрибьютора в крупного производителя промышленных покрытий и продолжает расширять коммерческий контур.,Кузьмина Екатерина Александровна; Муклаков Николай Сергеевич; Беленикин Роман Валерьевич,Кузьмина Екатерина Александровна,Кузьмина Екатерина Александровна,Генеральный директор и совладелец,+7 (495) 201-07-01,info@pregrad.ru,,,Current August 2026 PREGRAD employer sales-expansion route,https://pregrad.ru/,,Official company phone/email/form + current employer vacancy route,Official company site + current legal/financial profiles + August 2026 vacancy,3,"Масштабирование промышленного B2B-sales на фоне роста выручки и производственной мощности: сегментация отраслей, account-based модель, pipeline/CRM, управление маржой, развитие федеральных продаж и синхронизация sales с производством.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-24T15:20:00+05:00,2026-08-24T15:20:00+05:00,N5K-20260824-378,new_5000
N5K-0459,САТУРН КРАСНОЯРСК / Saturn,АО «САТУРН СТРОЙМАРКЕТ КРАСНОЯРСК»,2465155970,1162468119483,Красноярский край,B2B/B2C дистрибуция и продажи строительных и отделочных материалов,"Действующее частное АО; выручка 667,508 млн ₽ за 2025 год; 329 сотрудников по свежему профилю; крупная федеральная сеть строительных материалов.",S1,"В августе 2026 САТУРН КРАСНОЯРСК продолжает поиск коммерческого директора: ответственность за коммерческие показатели, доходность, дебиторскую задолженность, управление отделами продаж, рост продаж и прибыльности филиала, работу с ключевыми клиентами.",Акционерная структура не используется как основание квалификации; актуальный ЛПР подтверждён отдельно,Никифоров Илья Владимирович,Никифоров Илья Владимирович,Директор с 09.06.2026,+7 (391) 219-99-92,sales@kras.saturn.net,,,Current August 2026 САТУРН КРАСНОЯРСК commercial-director employer route,https://kras.saturn.net/,,Official company phone/email/site + current employer vacancy route,Official Saturn site + current 2026 legal profile + current August 2026 vacancy,3,"Рост доходности и эффективности федерального B2B-sales контура: сегментация ключевых клиентов, управление коммерческой воронкой и дебиторской задолженностью, KPI руководителей продаж, развитие крупных строительных клиентов и повышение маржинальности филиала.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-24T16:00:00+05:00,2026-08-24T16:00:00+05:00,N5K-20260824-379,new_5000
N5K-0460,R&D / РнД Автозапчасти,ООО «РНД АВТОЗАПЧАСТИ»,3257085185,1223200005170,Брянская область,B2B автокомпоненты / оптовая дистрибуция,"Действующее частное ООО; выручка 32,83 млн ₽ за 2025 год, +232% год к году; бренд R&D по итогам I полугодия 2026 заявляет top-3 по тормозным колодкам и top-10 по тормозным дискам, 40 000+ отзывов на Ozon; официальный сайт подтверждает широкий ассортимент и партнёрские B2B-каналы.",S1,"В июле-августе 2026 компания набирает Руководителя направления B2B / Head of Sales B2B и прямо указывает, что строит третий стратегический канал — B2B-направление с нуля.","Залипаев Сергей Викторович — 66,67%; Андрюшкин Дмитрий Игоревич — 33,33%",Андрюшкин Дмитрий Игоревич,Андрюшкин Дмитрий Игоревич,"Директор и совладелец 33,33%",+7 (4832) 77-00-56,info@rnd.parts,,,Current 2026 RND Head of Sales B2B employer route,https://rnd.parts/,,Official company phone/email/site + current employer vacancy route,Official R&D site + current legal/financial profile + current 2026 vacancy,3,"Построение нового B2B-канала как управляемой коммерческой системы: сегментация СТО/дилеров/оптовиков, воронка и CRM, unit economics каналов, региональная дилерская модель, KPI команды и синхронизация B2B с текущими marketplace/retail продажами.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-24T17:00:00+05:00,2026-08-24T17:00:00+05:00,N5K-20260824-380,new_5000
N5K-0461,Станки Трейд / Stanki Trade,ООО «СТАНКИ ТРЕЙД»,7606117602,1187627020349,Ярославская область,B2B промышленное оборудование / металлообрабатывающие станки с ЧПУ,"Действующее малое предприятие; выручка 250,634 млн ₽ за 2025 год; ССЧ 15 сотрудников за 2025 год; собственное производство и поставки металлообрабатывающего оборудования, сервис и проектирование производств.",S1,В августе 2026 компания находится на этапе активного роста и перестройки системы продаж и ищет руководителя отдела продаж B2B по станкам с ЧПУ/металлообработке для построения современного системного отдела и масштабирования результатов.,Шабалина Ольга Владимировна — 100%,Шабалин Евгений Николаевич,Шабалин Евгений Николаевич,Генеральный директор,8-800-550-33-50,zakaz@ts-stanki.ru,,,Current August 2026 Stanki Trade Head of Sales B2B employer route,https://ts-stanki.ru/contacts/,,Official company phone/email/site + current employer vacancy route,Official Stanki Trade site + current legal/financial profiles + August 2026 vacancy,3,"Перестройка и масштабирование B2B-sales промышленного оборудования: сегментация производственных клиентов, CRM-воронка, KPI и экономика каналов, развитие проектных продаж и дилерской сети, управление командой и синхронизация продаж с сервисом и проектированием производств.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-24T18:56:00+05:00,2026-08-24T18:56:00+05:00,N5K-20260824-381,new_5000
N5K-0462,Камит-Экспорт / Орловский кабельный завод,ООО «КАМИТ-ЭКСПОРТ»,5752050222,1095752001421,Орловская область,B2B кабельно-проводниковая продукция / электротехника / производство и дистрибуция,"Действующее среднее предприятие; выручка 1,854 млрд ₽ за 2025 год; около 38 сотрудников; торговый дом группы Орловского кабельного завода, оптово-розничные и DIY поставки кабеля и электротехнической продукции.",S1,"В августе 2026 компания ищет директора по развитию продаж пластикатов с задачей развивать продажи продукции группы; вакансия отражает отдельный текущий коммерческий контур роста. Дополнительно в июне 2026 компания расширяла команду руководителем отдела продаж с ответственностью за развитие клиентской базы, планы продаж и бюджет.",Устинов Анатолий Валентинович — 100%,Устинов Анатолий Валентинович,Устинов Анатолий Валентинович,Директор и единственный учредитель,+7 (4862) 44-24-51,kamit@orelkabel.ru,,,Current August 2026 Kamit-Export Director of Sales Development employer route,https://orelkabel.ru/,,Official group phone/site form + corporate email + current employer vacancy route,Official Orel Cable site + current legal/company profiles + August 2026 vacancy,3,"Систематизация и масштабирование B2B-продаж кабельно-проводниковой и ПВХ-продукции: сегментация каналов, управление дилерской/DIY/оптовой воронкой, KPI и прогнозирование, развитие новых продуктовых направлений и синхронизация торгового дома с производством.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-24T19:52:00+05:00,2026-08-24T19:52:00+05:00,N5K-20260824-382,new_5000
N5K-0463,Вертикаль / Vertical,ООО «ВЕРТИКАЛЬ»,4345178539,1074345022498,Кировская область,"B2B производство спортивного, альпинистского и защитного снаряжения / оптовые продажи","Действующее частное производственное ООО; выручка около 260,2 млн ₽ за 2025 год; 49 сотрудников по свежему отраслевому профилю; собственное производство спортивного, альпинистского и защитного снаряжения.",S1,"Компания находится в точке активного роста и организационного развития и усиливает коммерческий блок системно. Вакансия коммерческого директора / директора по продажам и развитию предусматривает управление продажами, маркетингом и аналитикой, развитие коммерческой модели, новые точки роста, экспортное направление и новые рынки.",Мошонкин Сергей Владимирович — 50%; Мошонкин Владимир Владимирович — 50%,Мошонкин Сергей Владимирович,Мошонкин Сергей Владимирович,Директор и совладелец 50%,+7 (8332) 53-92-51,info@vertical-c.ru,,,Current 2026 Commercial Director / Director of Sales and Development employer route,https://vertical-c.ru/,,Official company phone + corporate email + current employer vacancy route,Official company site + current legal/company profiles + current 2026 vacancy listings,3,"Системная перестройка и масштабирование коммерческого блока: управление несколькими каналами продаж, опт/онлайн/дилеры, коммерческая аналитика и KPI, развитие новых рынков и экспортного направления, синхронизация продаж с маркетингом и производством.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-24T20:28:00+05:00,2026-08-24T20:28:00+05:00,N5K-20260824-383,new_5000
N5K-0464,Brand Lovers,ИП Саркисян Иоланта Сергеевна,616507782077,319619600041106,Ростовская область / Москва,"B2B HR-маркетинг, внутренние коммуникации, HR-бренд","Действующий ИП; агентство работает более 7 лет, реализовало сотни проектов для крупных российских и международных компаний; официальный сайт указывает клиентов уровня Газпром нефть, X5, Северсталь, СУЭК, МегаФон, Россети и позицию в топ-10 HR-провайдеров по работе с брендом работодателя.",S1,"Свежая вакансия Руководителя отдела продаж B2B / Head of Sales опубликована в августе 2026 года; задача — управление B2B-продажами агентства, развитие коммерческого направления и системная работа с крупными корпоративными клиентами.",Саркисян Иоланта Сергеевна,Саркисян Иоланта Сергеевна,Саркисян Иоланта Сергеевна,"ИП, основатель и CEO Brand Lovers",+7 (499) 991-78-89,info@brand-lovers.ru,,,Current 2026 B2B Head of Sales employer route,https://brand-lovers.ru/zayavka,,Official company phone + corporate email + current vacancy route,Official company site + current vacancy + official requisites,3,"Масштабирование B2B-продаж агентства: систематизация воронки, активный outbound по крупным корпоративным клиентам, развитие sales-команды, коммерческие KPI и управляемый pipeline.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-24T21:18:00+05:00,2026-08-24T21:18:00+05:00,N5K-20260824-384,new_5000
N5K-0465,Vzlet Agency / Сила Ума,ИП Мельников Виктор Юрьевич,330801191308,32430000019156,Владимирская область / Москва,B2B digital / SEO / performance marketing,"Действующий ИП; официальный сайт указывает 5 лет работы и более 1000 оптимизированных сайтов, что подтверждает устойчивый операционный масштаб B2B-агентства.",S1,"Свежая вакансия Руководителя отдела продаж / Head of Sales B2B SEO опубликована 17 августа 2026 года. Компания прямо пишет, что активно растёт, масштабирует продукты и ищет руководителя продаж для развития B2B-коммерческой функции.",Мельников Виктор Юрьевич,Мельников Виктор Юрьевич,Мельников Виктор Юрьевич,ИП / владелец Vzlet Agency,+7 (901) 634-82-33,hello@vzlet.agency,,,Current 2026 Head of Sales B2B / SEO employer route,https://vzlet.agency/,,Official company phone + corporate email + current vacancy route,Official company site + current vacancy + official privacy/legal page,3,"Построение и масштабирование B2B-sales системы digital-агентства: Head of Sales, CRM/pipeline, cold outbound, коммерческие KPI, развитие продуктовой линейки и рост выручки.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-24T21:18:00+05:00,2026-08-24T21:18:00+05:00,N5K-20260824-384,new_5000
N5K-0466,Глассен-АйТи / Glassen IT / Снипр,ООО «ГЛАССЕН-АЙТИ»,7838317591,1057810097620,Санкт-Петербург,B2B IT / аналитический SaaS и маркетинговая аналитика,"Действующее ООО; выручка за 2025 год около 44,1 млн руб.; официальный сайт указывает 30+ человек в штате.",S1,"14 августа 2026 опубликована вакансия Коммерческого директора (CCO) в B2B для нового аналитического направления Снипр. Компания прямо указывает активный рост, переформирование коммерческой вертикали, задачу закрыть первые 5–10 сделок, отточить скрипты и масштабировать работающую систему продаж.",Якубовский Сергей Витальевич,Глахенгаузен Артем Борисович,Глахенгаузен Артем Борисович,Генеральный директор с 13.04.2026,+7 (812) 411-55-90,info@glassen-it.com,,,Current 2026 CCO B2B employer route,https://glassen-it.ru/,,Official company phone + corporate email + current vacancy route,Official company site + current vacancy + fresh legal source,3,"Пересборка и масштабирование B2B-sales нового аналитического продукта: первые сделки, ICP/сегментация, sales scripts, CRM/pipeline, unit economics, KPI и формирование воспроизводимой коммерческой системы.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-24T21:58:00+05:00,2026-08-24T21:58:00+05:00,N5K-20260824-385,new_5000
N5K-0467,BELKINA / Belkina / Belevtseva,ИП Белевцева Оксана Ивановна,773065080780,309774627200513,Москва,Производство одежды / e-commerce / retail / B2B опт,"Действующий ИП с 2009 года; текущие вакансии бренда указывают оборот около 300 млн руб. в год, несколько брендов, собственные производства и активное развитие e-commerce/offline.",S1,"В 2026 году Belkina ищет руководителя отдела продаж для кратного роста, масштабирования продаж по регионам, управления командой и P&L; параллельно бренд расширяет e-commerce и выходит в offline.",Белевцева Оксана Ивановна,Белевцева Оксана Ивановна,Белевцева Оксана Ивановна,Индивидуальный предприниматель / владелец бренда,+7 (985) 905-52-96,buy@belkina.shop,,,Current Belkina employer vacancy route,https://belkina.shop/faq/,,Official company phone + official email + current employer route,Official Belkina site + current 2026 vacancies,3,"Систематизация и масштабирование multi-channel sales: e-commerce, регионы и offline; P&L, CRM/pipeline, KPI, управление командой, ассортиментно-коммерческая аналитика и воспроизводимая модель роста.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-24T23:04:00+05:00,2026-08-24T23:04:00+05:00,N5K-20260824-386,new_5000
N5K-0468,Стопэкспресс / StopExpress,ООО «СТОПЭКСПРЕСС»,7813548100,1127847596546,Санкт-Петербург,Розничная сеть convenience / food retail / управление коммерческой сетью,"Действующее ООО; выручка за 2025 год около 3,34 млрд руб.; сеть 130+ магазинов на АЗС Газпромнефть; свежие открытые данные подтверждают крупный операционный штат.",S1,В июле–августе 2026 прямой работодатель открыл вакансию Коммерческого директора для управления и развития коммерческой функции сети; компания продолжает развивать сеть и форматы StopExpress/G-Drive.,Кожин Игорь Владимирович,Глухов Антон Алексеевич,Глухов Антон Алексеевич,Генеральный директор,+7 (812) 292-22-00,rabota@stopexpress.ru,,,Current StopExpress employer vacancy route,https://stopexpress.ru/,,Official company phone + corporate email + current employer route,Official StopExpress site + fresh company profile + current vacancy,3,"Коммерческая система сети: рост выручки и маржинальности, ассортимент и промо, KPI сети, развитие форматов и точек, управленческая аналитика и масштабирование коммерческих процессов.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-24T23:59:00+05:00,2026-08-24T23:59:00+05:00,N5K-20260824-387,new_5000
N5K-0471,Лейбл Принт / Лейбл Групп,ООО «ЛЕЙБЛ ПРИНТ»,2222825253,1142223006540,Алтайский край,"Производство самоклеящихся и плёночных этикеток, упаковки и расходных материалов B2B","Действующее ООО; выручка за 2025 год 143,335 млн руб.; реестровая ССЧ 19 сотрудников. Текущий профиль работодателя указывает производство этикетки/упаковки, клиентов по всему СФО, модернизацию оборудования и наращивание объёмов; текущие вакансии показывают около 40 сотрудников в производственном контуре.",S2,"В августе 2026 компания одновременно расширяет региональные B2B-продажи по СФО, набирает менеджеров продаж и производственную команду; профиль работодателя прямо связывает найм с модернизацией оборудования, расширением возможностей и наращиванием объёмов производства. В 2026 также запущено новое для компании направление маркетплейсов.",Котляров Иван Васильевич; Утовкин Алексей Владимирович,Утовкин Алексей Владимирович,Утовкин Алексей Владимирович,Директор / совладелец,+7 (3852) 53-44-01,info@label-group.ru,,,Current Label Print employer vacancy route,https://labelprint.wixsite.com/labelprint,,Official company phone + corporate email + current employer route,Official company site + current August 2026 employer vacancies + fresh registry profile,3,"Систематизация B2B-продаж на фоне расширения географии и производственной мощности: региональная модель продаж, сегментация производителей по СФО, CRM/KPI, воронка, загрузка производства, развитие новых каналов включая marketplace-направление.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-25T01:16:00+05:00,2026-08-25T01:16:00+05:00,N5K-20260825-389,new_5000
N5K-0472,Мякиши / Фабрика игрушек Мякиши,ИП Антонов Евгений Михайлович,532000327764,311533101300051,Новгородская область,Производство развивающих детских игрушек; оптовые и B2B-продажи,Действующий ИП; производство игр и игрушек. Актуальный работодательский профиль подтверждает размер компании 100–500 сотрудников; отраслевые каталоги указывают около 250 сотрудников. Текущий HH-профиль фабрики сообщает выпуск более 5 000 игрушек в день; фабрика работает более 25 лет.,S1,12 августа 2026 опубликована вакансия Коммерческого директора (CCO): ключевая задача — рост прибыли за счёт освоения новых каналов сбыта и пересмотра действующей системы продаж. Сигнал подтверждает текущую перестройку/масштабирование коммерческой системы производителя.,Антонов Евгений Михайлович,Антонов Евгений Михайлович,Антонов Евгений Михайлович,ИП / основатель и владелец фабрики,8 800 222-58-78,info@myakishi.ru,,,Current Myakishi employer vacancy route,https://myakishi.ru,,Official company phone + corporate email + current employer route,Current industry association profile + current registry profile + current employer profile,3,"Пересборка коммерческой системы производителя: канальная стратегия B2B/дистрибуция/e-commerce, маржинальность, CRM/KPI, управление ассортиментом и развитие новых каналов сбыта.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-25T01:58:00+05:00,2026-08-25T01:58:00+05:00,N5K-20260825-390,new_5000
N5K-0473,PANELOK / ПанелОК,ООО ТЕРМОЛОГИСТИКА,6319233160,1186313090270,Самарская область,Производство стеновых панелей и комплексных отделочных решений; B2B/дилерские продажи,"Действующее ООО; выручка 29,664 млн руб. за 2025 год; 7 сотрудников по актуальному профилю ФНС; собственное производство стеновых панелей и расширяющаяся региональная сеть.",S1,"В августе 2026 PANELOK ищет руководителя отдела региональных продаж; компания прямо сообщает об открытии филиалов и представительств в ПФО и ЮФО, развитии дилерской сети и масштабировании региональных продаж.",Урмансов Роман Романович,Урмансов Роман Романович,Урмансов Роман Романович,Генеральный директор и единственный учредитель,+7 937 078-88-86,panelok-office@yandex.ru,,,Current PANELOK / Термологистика employer vacancy route,https://panelok.ru/contacts,,Official company phone + corporate email + current employer route,Official PANELOK site + current August 2026 job listing,3,"Масштабирование региональной B2B-sales системы: дилерская сеть, управление филиалами, CRM/KPI, маржинальность и воспроизводимая модель регионального роста.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-25T03:10:00+05:00,2026-08-25T03:10:00+05:00,N5K-20260825-391,new_5000
N5K-0474,БИКОМ / BIKOM,ООО БИКОМ,5262101750,1025203734302,Нижегородская область,Производство и переработка промышленных самоклеящихся материалов; B2B продажи промышленным заказчикам,"Действующее ООО; выручка 814,16 млн руб. за 2025 год; 139 сотрудников по актуальному профилю; производитель промышленных самоклеящихся материалов с 2001 года.",S1,"В августе 2026 БИКОМ актуализирует вакансию проектного менеджера продаж / руководителя отдела развития: курирование отдела развития продаж, работа с ключевыми B2B-заказчиками, выявление потребностей и развитие новых продуктов/проектов.",Собственники ООО БИКОМ по ЕГРЮЛ; публичный профиль подтверждает частную собственность,Баженов Алексей Анатольевич,Баженов Алексей Анатольевич,Директор,+7 (831) 294-33-10,info@bicom.nnov.ru,,,Current BIKOM employer vacancy route,https://bicom.nnov.ru,,Official company phone + corporate email + current employer route,Current manufacturer profile + official site + current August 2026 vacancy,3,"Систематизация B2B product-led sales: управление отделом развития продаж, key-account process, CRM/KPI, продуктовая воронка и масштабирование новых промышленных направлений.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-25T03:10:00+05:00,2026-08-25T03:10:00+05:00,N5K-20260825-391,new_5000
N5K-0475,One Marking / Одна Маркировка,ООО ОДНА МАРКИРОВКА,7806585100,1217800056902,Санкт-Петербург,Промышленная маркировка кабеля и компонентов; B2B производство/продажи,"Действующее ООО; выручка 27,83 млн руб. за 2025 год по актуальной ФНС-отчетности; промышленный B2B-производитель решений маркировки; работодатель прямо указывает готовность к масштабированию по России и международному развитию.",S1,"В августе 2026 One Marking ищет коммерческого директора (CCO) и параллельно руководителя отдела B2B-продаж: задача — кратно увеличить компанию, построить эффективную систему холодных B2B-продаж и второй отдел продаж, масштабировать бизнес по России и развивать международный бренд.",Белова Алсу Наилевна,Белова Алсу Наилевна,Белова Алсу Наилевна,Генеральный директор и единственный учредитель,+7 (812) 903-22-94,office@onemarking.ru,,,Current ООО Одна Маркировка employer route on hh.ru,https://onemarking.ru/,,Official corporate phone + email + current direct-employer HH route,Official One Marking site + current hh.ru vacancy + current registry/financial profile,3,"Масштабирование промышленного B2B-sales: архитектура второго отдела продаж, outbound-воронка, CRM/KPI, дилерская/региональная модель, маржинальность и 90-дневный коммерческий план роста.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-25T04:34:00+05:00,2026-08-25T04:34:00+05:00,N5K-20260825-392,new_5000
N5K-0476,Амадей Принт / Amadey Print,ООО АМАДЕЙ РЕКЛАМА,7722362796,1167746425725,Москва,Производство мерча и текстиля; активные B2B/B2G-продажи,"Действующее ООО; выручка 1,013 млрд руб. за 2025 год, 33 сотрудника по актуальному профилю; собственное текстильное производство и склад более 300 тыс. единиц стандартной продукции.",S1,"В августе 2026 Амадей Принт ищет руководителя отдела продаж мерча/текстильного производства: управление отделом новых продаж, выполнение и перевыполнение планов продаж и маржи, развитие активных B2B/B2G-продаж и работа напрямую с генеральным директором.",Алексеев Илья Михайлович 51%; Шахова Анастасия Михайловна 49%,Алексеев Илья Михайлович,Алексеев Илья Михайлович,Генеральный директор и совладелец 51%,+7 (495) 660-33-40,info@amadey-print.ru,,,Current Amadey Print direct-employer sales-head vacancy route,https://www.amadey-print.ru/kontakty/,,Official corporate phone + email + current employer vacancy route,Official Amadey Print site + current August 2026 sales vacancy + current company profile,3,"Ускорение B2B/B2G new-sales: сегментация корпоративных заказчиков, outbound и key-account process, управление маржой, CRM/KPI, capacity-to-sales planning и масштабирование коммерческой команды.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-25T04:34:00+05:00,2026-08-25T04:34:00+05:00,N5K-20260825-392,new_5000
N5K-0477,ИНБРИГ / INBRIG,ООО ИНБРИГ,1686018032,1221600081592,Республика Татарстан,Строительство частных домов полного цикла; продажи высокочековых строительных проектов,"Действующее ООО; выручка 125,012 млн руб. за 2024 год по текущему профилю; официальный сайт сообщает 14 лет опыта и более 450 семей в построенных домах, собственную команду архитекторов, проектировщиков, продаж и строительства.",S1,В августе 2026 ИНБРИГ напрямую ищет директора по продажам с амбицией стать №1 в Татарстане; это текущий сигнал перестройки и масштабирования коммерческой функции.,Бригаднов Викентий Владимирович,Бригаднов Викентий Владимирович,Бригаднов Викентий Владимирович,Директор и единственный учредитель; основатель бренда,8 (843) 202-34-23,info@inbrig.ru,,,Current ООО ИНБРИГ direct-employer Director of Sales vacancy route,https://inbrig.ru/contact/,,Official corporate phone + email + current direct-employer HH route,Official INBRIG site + current hh.ru listing + current registry profile,3,"Масштабирование high-ticket sales: коммерческая стратегия, управляемая воронка, CRM/KPI, конверсия по этапам, экономика каналов, продуктовая упаковка и система продаж, не зависящая от собственника.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-25T06:48:00+05:00,2026-08-25T06:48:00+05:00,N5K-20260825-393,new_5000
N5K-0478,АЗ АТОМ / AZ ATOM,ООО АЗ АТОМ,1660155595,1111690047952,Республика Татарстан,Промышленная трубопроводная арматура и регуляторы давления; B2B/B2G производство,"Действующее ООО; выручка 334,951 млн руб. за 2025 год; 35 сотрудников; официальный сайт сообщает 14 лет на рынке, 6960 выпущенных изделий, 1056 компаний-партнеров и 3792 реализованных проекта.",S1,"На hh.ru в августе 2026 активна вакансия Руководитель отдела продаж/Коммерческий директор от прямого работодателя ООО АЗ АТОМ, что подтверждает текущую задачу усиления коммерческого блока.",Зубков Владислав Сергеевич,Зубков Владислав Сергеевич,Зубков Владислав Сергеевич,Директор и единственный учредитель,8 (800) 250-87-08,rd@az-atom.ru,,,Current ООО АЗ АТОМ direct-employer Head of Sales / Commercial Director route,https://az-atom.ru/o-kompanii/,,Official corporate phone + email + current direct-employer HH route,Official AZ ATOM site + current hh.ru vacancy + current registry/financial profile,3,"Систематизация промышленного B2B/B2G sales: коммерческая стратегия, управление длинным циклом сделки, pipeline/CRM, тендерно-проектная воронка, маржинальность и масштабирование отдела продаж.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-25T06:48:00+05:00,2026-08-25T06:48:00+05:00,N5K-20260825-393,new_5000
N5K-0480,ПолиАэрПак / PolyAirPack,ООО ТОРГОВЫЙ ДОМ ПОЛИАЭРПАК,7743641590,5077746710828,Москва / Московская область / Татарстан,Производство упаковочных и строительных материалов; B2B продажи,"Действующее ООО среднего бизнеса; выручка 1,97 млрд руб. за 2025 год; ССЧ 102; производственные склады и региональные площадки, собственные торговые марки PolyAirPack и другие.",S1,На hh.ru в текущей выдаче августа 2026 ООО ТД ПолиАэрПак ищет коммерческого директора в Казани; это прямой сигнал усиления коммерческого управления региональным/производственным B2B-бизнесом.,Акашкин Владимир Николаевич 50%; Пастухова Лариса Юрьевна 40%; Румянцев Михаил Юрьевич 10% по актуальному профилю,Румянцев Михаил Юрьевич,Румянцев Михаил Юрьевич,Генеральный директор и совладелец,+7 (495) 644-44-70,plenka@tdpap.ru,,,Current ООО ТД ПолиАэрПак direct-employer Commercial Director vacancy route,https://www.polyairpack.ru/,,Official corporate phone + email + current direct-employer HH route,Official PolyAirPack materials/site + current hh.ru listing + current registry/financial profile,3,"Повышение управляемости многорегиональных B2B-продаж: коммерческая стратегия, региональная модель, key accounts, CRM/KPI, ассортимент/маржа, производственно-коммерческое планирование и развитие каналов.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-25T06:48:00+05:00,2026-08-25T06:48:00+05:00,N5K-20260825-393,new_5000
N5K-0481,ТК НИЖТЕКСТИЛЬ / Nizhtextil,ООО ТК НИЖТЕКСТИЛЬ,5257206972,1225200006745,Нижегородская область,Производство и оптовые B2B-продажи средств индивидуальной защиты рук / трикотажных перчаток,"Действующее ООО; выручка 180,340 млн руб. за 2025 год; 49 сотрудников по свежим данным ФНС; собственное производство, склад, доставка по РФ и выпуск нескольких миллионов пар перчаток в месяц.",S1,"В августе 2026 ТК НИЖТЕКСТИЛЬ ищет руководителя активных B2B-продаж для построения, развития и масштабирования системы продаж производственной компании и расширения отдела продаж.",Хачатрян Нарек Зограбович,Хачатрян Нарек Зограбович,Хачатрян Нарек Зограбович,Директор и единственный учредитель,8 (800) 550-78-54,nizhtekstil@yandex.ru,,,Current direct-employer Head of Active B2B Sales vacancy route,https://www.nizhtextilnn.ru/rekvizity.php,,Official corporate phone + email + current employer vacancy route,Official Nizhtextil site + current August 2026 vacancy listing + current registry/financial profile,3,"Масштабирование производственного B2B-sales: структура отдела, KPI и CRM-воронка, активные продажи по РФ, развитие партнерской сети, планирование маржи и повышение предсказуемости продаж.",МОЖНО СВЯЗЫВАТЬСЯ,2026-08-25T07:18:00+05:00,2026-08-25T07:18:00+05:00,N5K-20260825-394,new_5000
